name,main_category,category,price,min_price,max_price,tatemono_measure,min_tatemono_measure,max_tatemono_measure,tochi_measure,min_tochi_measure,max_tochi_measure,madori,main_madori,min_madori,max_madori,hikiwatashi,kanseijiki,floor,building,prefecture,city,adress,nearest_line,nearest_station,nearest_bus_station,bus_time,walk_time,url,latitude,longitude,year,month,date,chiku_nissu,chiku_nensu
ハイシティ学芸大学第一 840万円（ワンルーム）,中古マンション,中古マンション,840,840,840,13.93,13.93,13.93,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1983年7月,3,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区下馬６-19-15,東急東横線,学芸大学,,,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_97623125/,35.6284227,139.6781168,1983,7,1983/7/1 0:00,14509,40
ハイシティ学芸大学第一 870万円（ワンルーム）,中古マンション,中古マンション,870,870,870,13.93,13.93,13.93,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,即引渡可,1983年7月,3,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区下馬６-１９－１５,東急東横線,学芸大学,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71724048/,35.6284227,139.6781168,1983,7,1983/7/1 0:00,14509,40
トップ明大前第３ 940万円（ワンルーム）,中古マンション,中古マンション,940,940,940,14.54,14.54,14.54,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1985年1月,2,RC5階地下1階建,東京都,世田谷区（69.7％）,東京都世田谷区松原３,京王線,明大前,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71308752/,35.6655983,139.6439339,1985,1,1985/1/1 0:00,13959,38
メゾン・ド・ブリーヤン 950万円（ワンルーム）,中古マンション,中古マンション,950,950,950,14.04,14.04,14.04,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,即引渡可,1981年11月,4,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区太子堂４-５－２９,東急田園都市線,三軒茶屋,,,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_98029459/,35.6440706,139.6672021,1981,11,1981/11/1 0:00,15116,41
ユースフル千歳烏山 980万円（ワンルーム）,中古マンション,中古マンション,980,980,980,14.85,14.85,14.85,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1984年10月,5,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区南烏山４,京王線,千歳烏山,,,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70350399/,35.6701189,139.6025025,1984,10,1984/10/1 0:00,14051,38
ユースフル田園調布 1000万円（ワンルーム）,中古マンション,中古マンション,1000,1000,1000,16.22,16.22,16.22,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,即引渡可,1985年1月,5,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区東玉川２,東急東横線,田園調布,,,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70974000/,35.5967646,139.6739102,1985,1,1985/1/1 0:00,13959,38
扶桑ハイツ経堂 1100万円（ワンルーム）,中古マンション,中古マンション,1100,1100,1100,14.54,14.54,14.54,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1984年12月,1,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区経堂１,小田急線,経堂,,,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_97676507/,35.6490736,139.6356453,1984,12,1984/12/1 0:00,13990,38
スカイコート桜新町 1100万円（ワンルーム）,中古マンション,中古マンション,1100,1100,1100,16.5,16.5,16.5,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1985年12月,3,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区弦巻４,東急田園都市線,桜新町,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70902956/,35.6347517,139.6413835,1985,12,1985/12/1 0:00,13625,37
ダイヤアクティ三軒茶屋 1180万円（ワンルーム）,中古マンション,中古マンション,1180,1180,1180,16.38,16.38,16.38,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1984年7月,4,RC6階地下1階建,東京都,世田谷区（69.7％）,東京都世田谷区三軒茶屋２,東急世田谷線,三軒茶屋,,,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71710726/,35.6413753,139.6649795,1984,7,1984/7/1 0:00,14143,39
ダイヤアクティ三軒茶屋 1180万円（ワンルーム）,中古マンション,中古マンション,1180,1180,1180,16.77,16.77,16.77,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1984年8月,5,RC6階地下1階建,東京都,世田谷区（69.7％）,東京都世田谷区三軒茶屋２,東急田園都市線,三軒茶屋,,,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71665053/,35.6413753,139.6649795,1984,8,1984/8/1 0:00,14112,39
シルフィード用賀 1200万円（ワンルーム）,中古マンション,中古マンション,1200,1200,1200,16.22,16.22,16.22,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1991年6月,1,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区用賀３,東急田園都市線,用賀,,,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70806129/,35.6300878,139.6369204,1991,6,1991/6/1 0:00,11617,32
池尻マンション 1500万円（ワンルーム）,中古マンション,中古マンション,1500,1500,1500,25.44,25.44,25.44,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1973年11月,4,RC5階建一部RC,東京都,世田谷区（69.7％）,東京都世田谷区池尻４,京王井の頭線,池ノ上,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71211766/,35.6539013,139.679014,1973,11,1973/11/1 0:00,18038,49
池尻マンション 1500万円（ワンルーム）,中古マンション,中古マンション,1500,1500,1500,25.44,25.44,25.44,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1973年11月,4,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区池尻４,京王井の頭線,池ノ上,,,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_98465747/,35.6539013,139.679014,1973,11,1973/11/1 0:00,18038,49
池尻マンション 1500万円（ワンルーム）,中古マンション,中古マンション,1500,1500,1500,25.44,25.44,25.44,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1973年11月,4,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区池尻４,京王井の頭線,池ノ上,,,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70136319/,35.6539013,139.679014,1973,11,1973/11/1 0:00,18038,49
トーア明大前マンション 1680万円（ワンルーム）,中古マンション,中古マンション,1680,1680,1680,23.95,23.95,23.95,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1978年8月,3,SRC8階地下1階建,東京都,世田谷区（69.7％）,東京都世田谷区松原１,京王線,明大前,,,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71595939/,35.667411,139.6541369,1978,8,1978/8/1 0:00,16304,45
梅ヶ丘オリエントマンション 1795万円（ワンルーム）,中古マンション,中古マンション,1795,1795,1795,27.27,27.27,27.27,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1983年12月,3,RC3階建,東京都,世田谷区（69.7％）,東京都世田谷区代田３,小田急線,梅ヶ丘,,,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70566918/,35.6546742,139.6566879,1983,12,1983/12/1 0:00,14356,39
梅が丘オリエントマンション 1795万円（ワンルーム）,中古マンション,中古マンション,1795,1795,1795,27.27,27.27,27.27,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1983年12月,3,RC3階建,東京都,世田谷区（69.7％）,東京都世田谷区代田３,小田急線,梅ヶ丘,,,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70548733/,35.6546742,139.6566879,1983,12,1983/12/1 0:00,14356,39
梅ヶ丘オリエントマンション 1795万円（ワンルーム）,中古マンション,中古マンション,1795,1795,1795,27.27,27.27,27.27,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1983年12月,3,RC3階建,東京都,世田谷区（69.7％）,東京都世田谷区代田３,小田急線,梅ヶ丘,,,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70658540/,35.6546742,139.6566879,1983,12,1983/12/1 0:00,14356,39
梅ヶ丘オリエントマンション 1795万円（ワンルーム）,中古マンション,中古マンション,1795,1795,1795,27.27,27.27,27.27,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1983年12月,3,RC3階建,東京都,世田谷区（69.7％）,東京都世田谷区代田３-20-9,小田急線,梅ヶ丘,,,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70558300/,35.6540908,139.6567078,1983,12,1983/12/1 0:00,14356,39
オータム世田谷 1880万円（ワンルーム）,中古マンション,中古マンション,1880,1880,1880,26.13,26.13,26.13,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1982年8月,1,RC6階建,東京都,世田谷区（69.7％）,東京都世田谷区世田谷４-7-3,東急世田谷線,世田谷,,,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70770820/,35.6427744,139.6525027,1982,8,1982/8/1 0:00,14843,41
桜新町ヒミコマンション 1980万円（ワンルーム）,中古マンション,中古マンション,1980,1980,1980,29.5,29.5,29.5,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1978年7月,1,RC3階建,東京都,世田谷区（69.7％）,東京都世田谷区弦巻４,東急田園都市線,桜新町,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71656652/,35.6347517,139.6413835,1978,7,1978/7/1 0:00,16335,45
桜新町ヒミコマンション 1980万円（ワンルーム）,中古マンション,中古マンション,1980,1980,1980,29.5,29.5,29.5,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,即引渡可,1978年7月,1,RC3階建一部RC,東京都,世田谷区（69.7％）,東京都世田谷区弦巻４,東急田園都市線,桜新町,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71644413/,35.6347517,139.6413835,1978,7,1978/7/1 0:00,16335,45
桜新町ヒミコマンション 1980万円（ワンルーム）,中古マンション,中古マンション,1980,1980,1980,29.5,29.5,29.5,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1978年8月,1,RC3階建,東京都,世田谷区（69.7％）,東京都世田谷区弦巻４,東急田園都市線,桜新町,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71636357/,35.6347517,139.6413835,1978,8,1978/8/1 0:00,16304,45
グリーンマンション駒沢 2080万円（ワンルーム）,中古マンション,中古マンション,2080,2080,2080,26.09,26.09,26.09,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1978年5月,3,SRC10階建,東京都,世田谷区（69.7％）,東京都世田谷区駒沢２-16-4,東急田園都市線,駒沢大学,,,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71668772/,35.6315937,139.6576844,1978,5,1978/5/1 0:00,16396,45
【スカイタウン若林】最上階角部屋♪ 2098万円（ワンルーム）,中古マンション,中古マンション,2098,2098,2098,30.44,30.44,30.44,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,即引渡可,1975年7月,5,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区若林２,東急世田谷線,若林,,,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70051179/,35.6483799,139.6624281,1975,7,1975/7/1 0:00,17431,48
スカイタウン若林 2098万円（ワンルーム）,中古マンション,中古マンション,2098,2098,2098,30.44,30.44,30.44,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,即引渡可,1975年7月,5,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区若林２,東急世田谷線,若林,,,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71672121/,35.6483799,139.6624281,1975,7,1975/7/1 0:00,17431,48
ライオンズマンション経堂 2098万円（ワンルーム）,中古マンション,中古マンション,2098,2098,2098,27.96,27.96,27.96,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,即引渡可,1973年1月,3,RC8階建,東京都,世田谷区（69.7％）,東京都世田谷区宮坂３,小田急線,経堂,,,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71046985/,35.6548078,139.6356453,1973,1,1973/1/1 0:00,18342,50
スカイタウン若林 2098万円（ワンルーム）,中古マンション,中古マンション,2098,2098,2098,30.44,30.44,30.44,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,即引渡可,1975年7月,5,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区若林２,東急世田谷線,若林,,,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70770822/,35.6483799,139.6624281,1975,7,1975/7/1 0:00,17431,48
ニュー池尻マンション 2100万円（ワンルーム）,中古マンション,中古マンション,2100,2100,2100,26.97,26.97,26.97,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,即引渡可,1971年6月,6,SRC13階建,東京都,世田谷区（69.7％）,東京都世田谷区池尻３,東急田園都市線,池尻大橋,,,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71580485/,35.6501422,139.679652,1971,6,1971/6/1 0:00,18922,52
ニュー池尻マンション 2100万円（ワンルーム）,中古マンション,中古マンション,2100,2100,2100,26.97,26.97,26.97,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1971年6月,6,SRC13階建,東京都,世田谷区（69.7％）,東京都世田谷区池尻３,東急田園都市線,池尻大橋,,,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71385669/,35.6501422,139.679652,1971,6,1971/6/1 0:00,18922,52
ニュー池尻マンション 2100万円（ワンルーム）,中古マンション,中古マンション,2100,2100,2100,26.9,26.9,26.9,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,即引渡可,1971年6月,6,SRC13階建,東京都,世田谷区（69.7％）,東京都世田谷区池尻３-30-5,東急田園都市線,池尻大橋,,,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71374990/,35.647903,139.6786751,1971,6,1971/6/1 0:00,18922,52
ニュー池尻マンション 2100万円（ワンルーム）,中古マンション,中古マンション,2100,2100,2100,26.97,26.97,26.97,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1971年6月,6,SRC13階建,東京都,世田谷区（69.7％）,東京都世田谷区池尻３,東急田園都市線,池尻大橋,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71410881/,35.6501422,139.679652,1971,6,1971/6/1 0:00,18922,52
秀和等々力レジデンス 2390万円（ワンルーム）,中古マンション,中古マンション,2390,2390,2390,38.51,38.51,38.51,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,即引渡可,1971年5月,3,RC7階建,東京都,世田谷区（69.7％）,東京都世田谷区等々力４,東急大井町線,等々力,,,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71575879/,35.6098552,139.6522237,1971,5,1971/5/1 0:00,18953,52
クレアシオン三軒茶屋 2480万円（ワンルーム）,中古マンション,中古マンション,2480,2480,2480,32.02,32.02,32.02,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1992年5月,1,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区太子堂３,東急田園都市線,三軒茶屋,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70853837/,35.6491635,139.6700826,1992,5,1992/5/1 0:00,11282,31
ＮＩＣハイム千歳烏山 2590万円（ワンルーム）,中古マンション,中古マンション,2590,2590,2590,37.47,37.47,37.47,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1983年11月,1,RC7階建,東京都,世田谷区（69.7％）,東京都世田谷区北烏山９,京王線,千歳烏山,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_97389181/,35.6728855,139.5923085,1983,11,1983/11/1 0:00,14386,39
ステージファースト赤堤 2700万円（ワンルーム）,中古マンション,中古マンション,2700,2700,2700,25.84,25.84,25.84,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,2002年10月,4,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区赤堤５,京王線,下高井戸,,,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71308751/,35.664495,139.6369204,2002,10,2002/10/1 0:00,7477,20
トゥールロワイヤルエルモア上北沢 2780万円（ワンルーム）,中古マンション,中古マンション,2780,2780,2780,36.8,36.8,36.8,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,2003年7月,4,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区上北沢４,京王線,上北沢,,,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71316647/,35.6696409,139.6219398,2003,7,2003/7/1 0:00,7204,20
エスカイア千歳船橋 2880万円（ワンルーム）,中古マンション,中古マンション,2880,2880,2880,42.6,42.6,42.6,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,即引渡可,1985年8月,2,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区船橋６-７－１,小田急線,千歳船橋,,,17,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71304702/,35.6580361,139.6245293,1985,8,1985/8/1 0:00,13747,38
ダイヤハイツ三軒茶屋 2980万円（ワンルーム）,中古マンション,中古マンション,2980,2980,2980,34.65,34.65,34.65,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1983年2月,4,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区三軒茶屋２,東急田園都市線,三軒茶屋,,,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71214562/,35.6413753,139.6649795,1983,2,1983/2/1 0:00,14659,40
明大前フラワーマンション 2980万円（ワンルーム）,中古マンション,中古マンション,2980,2980,2980,39.4,39.4,39.4,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,即引渡可,1969年10月,14,SRC14階建,東京都,世田谷区（69.7％）,東京都世田谷区松原１,京王線,明大前,,,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70929473/,35.667411,139.6541369,1969,10,1969/10/1 0:00,19530,53
秀和奥沢レジデンス 3180万円（ワンルーム）,中古マンション,中古マンション,3180,3180,3180,39.43,39.43,39.43,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,即引渡可,1968年12月,5,RC7階建,東京都,世田谷区（69.7％）,東京都世田谷区奥沢１,東急目黒線,奥沢,,,12,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71695899/,35.600916,139.6771,1968,12,1968/12/1 0:00,19834,54
秀和奥沢レジデンス 3180万円（ワンルーム）,中古マンション,中古マンション,3180,3180,3180,39.43,39.43,39.43,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,即引渡可,2004年6月,5,RC7階建,東京都,世田谷区（69.7％）,東京都世田谷区奥沢１-6-7,東急目黒線,奥沢,,,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70390515/,35.5990627,139.6772196,2004,6,2004/6/1 0:00,6868,19
秀和奥沢レジデンス 3180万円（ワンルーム）,中古マンション,中古マンション,3180,3180,3180,39.43,39.43,39.43,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1968年12月,5,RC7階建,東京都,世田谷区（69.7％）,東京都世田谷区奥沢１,東急目黒線,奥沢,,,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70425160/,35.600916,139.6771,1968,12,1968/12/1 0:00,19834,54
秀和奥沢レジデンス 3180万円（ワンルーム）,中古マンション,中古マンション,3180,3180,3180,39.43,39.43,39.43,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1968年12月,5,RC7階建,東京都,世田谷区（69.7％）,東京都世田谷区奥沢１,東急目黒線,奥沢,,,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70965872/,35.600916,139.6771,1968,12,1968/12/1 0:00,19834,54
秀和奥沢レジデンス 3180万円（ワンルーム）,中古マンション,中古マンション,3180,3180,3180,39.43,39.43,39.43,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1968年12月,5,RC7階建,東京都,世田谷区（69.7％）,東京都世田谷区奥沢１,東急目黒線,奥沢,,,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71630640/,35.600916,139.6771,1968,12,1968/12/1 0:00,19834,54
秀和奥沢レジデンス 3180万円（ワンルーム）,中古マンション,中古マンション,3180,3180,3180,39.43,39.43,39.43,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1968年12月,5,RC7階建,東京都,世田谷区（69.7％）,東京都世田谷区奥沢１,東急目黒線,奥沢,,,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70440801/,35.600916,139.6771,1968,12,1968/12/1 0:00,19834,54
秀和奥沢レジデンス 3180万円（ワンルーム）,中古マンション,中古マンション,3180,3180,3180,39.43,39.43,39.43,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1968年12月,5,RC7階建,東京都,世田谷区（69.7％）,東京都世田谷区奥沢１,東急目黒線,奥沢,,,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71661942/,35.600916,139.6771,1968,12,1968/12/1 0:00,19834,54
藤和三宿コープ 3280万円（ワンルーム）,中古マンション,中古マンション,3280,3280,3280,34.02,34.02,34.02,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,即引渡可,1984年2月,3,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区三宿１,東急田園都市線,三軒茶屋,,,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70597597/,35.6489207,139.6751861,1984,2,1984/2/1 0:00,14294,39
秀和自由ヶ丘レジデンス 3880万円（ワンルーム）,中古マンション,中古マンション,3880,3880,3880,35.16,35.16,35.16,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,即引渡可,1967年6月,4,RC7階建,東京都,世田谷区（69.7％）,東京都世田谷区奥沢５-11-9,東急東横線,自由が丘,,,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71604406/,35.604332,139.6690858,1967,6,1967/6/1 0:00,20383,56
秀和自由ヶ丘レジデンス 3880万円（ワンルーム）,中古マンション,中古マンション,3880,3880,3880,33.81,33.81,33.81,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1967年6月,4,RC7階建,東京都,世田谷区（69.7％）,東京都世田谷区奥沢５,東急東横線,自由が丘,,,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71698481/,35.6047273,139.6694446,1967,6,1967/6/1 0:00,20383,56
アルカンシエル駒沢 4000万円（ワンルーム）,中古マンション,中古マンション,4000,4000,4000,42.3,42.3,42.3,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,2003年7月,1,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区駒沢２,東急田園都市線,駒沢大学,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71027198/,35.6348555,139.6573257,2003,7,2003/7/1 0:00,7204,20
ハイツ三軒茶屋 4000万円（ワンルーム）,中古マンション,中古マンション,4000,4000,4000,40.96,40.96,40.96,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1970年8月,6,RC12階建,東京都,世田谷区（69.7％）,東京都世田谷区三軒茶屋１-29-13,東急田園都市線,三軒茶屋,,,4,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71113475/,35.6413122,139.6697254,1970,8,1970/8/1 0:00,19226,53
ローヤルマンション三軒茶屋 4400万円（ワンルーム）,中古マンション,中古マンション,4400,4400,4400,44.46,44.46,44.46,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1975年10月,10,SRC11階建,東京都,世田谷区（69.7％）,東京都世田谷区三軒茶屋２,東急田園都市線,三軒茶屋,,,2,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71300687/,35.6413753,139.6649795,1975,10,1975/10/1 0:00,17339,47
成城泉マンション 4480万円（ワンルーム）,中古マンション,中古マンション,4480,4480,4480,50.25,50.25,50.25,,,,ワンルーム,ワンルーム,ワンルーム,ワンルーム,相談,1972年12月,4,RC6階建,東京都,世田谷区（69.7％）,東京都世田谷区成城２,小田急線,成城学園前,,,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71718983/,35.6389679,139.600591,1972,12,1972/12/1 0:00,18373,50
野村不動産　プラウドシーズン二子玉川ヒルサイドステージ,新築一戸建て,新築一戸建て,未定,,,101m～138.17m,101,138.17,103.88m～120.1m,103.88,120.1,1LDK+2S（納戸）～4LDK,1K/DK/LDK,1LDK+2S,4LDK,2023年6月中旬予定,2023年2月,,木造2階建（２×４工法）※ST6のみ3階建,東京都,世田谷区（69.7％）,東京都世田谷区瀬田２丁目８５７－７他（地番）,東急田園都市線,二子玉川,,,13,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71093865/,35.6169555,139.6355588,2023,2,2023/2/1 0:00,49,0
オープンライブス三軒茶屋アベニュー,新築一戸建て,新築一戸建て,6480万円・7280万円,6480,7280,75.6m・92.71m,75.6,92.71,60.04m・76.3m,60.04,76.3,1LDK+2S（納戸）,1K/DK/LDK,1LDK+2S,1LDK+2S,2023年8月予定,2023年7月,,木造　地上3階,東京都,世田谷区（69.7％）,東京都世田谷区代沢４,東急田園都市線,三軒茶屋,,,13,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71669519/,35.6527263,139.667531,2023,7,2023/7/1 0:00,-101,0
世田谷区中町４丁目　新築分譲住宅,新築一戸建て,新築一戸建て,6780万円,6780,6780,60.02m（実測）,60.02,60.02,47.46m（実測）,47.46,47.46,1LDK+S（納戸）,1K/DK/LDK,1LDK+S,1LDK+S,2023年3月予定,2023年3月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区中町４,東急大井町線,上野毛,,,10,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71193868/,35.6177391,139.6432963,2023,3,2023/3/1 0:00,21,0
オープンプレイス桜プレシャス,新築一戸建て,新築一戸建て,7280万円,7280,7280,61.48m,61.48,61.48,76.78m,76.78,76.78,1LDK+2S（納戸）,1K/DK/LDK,1LDK+2S,1LDK+2S,2023年9月予定,2023年8月,,木造　地上2階,東京都,世田谷区（69.7％）,東京都世田谷区桜２,東急世田谷線,宮の坂,,,10,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71245478/,35.6438523,139.6369204,2023,8,2023/8/1 0:00,-132,0
☆【土日祝日弊社で現地販売開催中】早くも最終1棟☆ 世田谷区北烏山4丁目　新築戸建,新築一戸建て,新築一戸建て,7380万円,7380,7380,80.19m（24.25坪）,80.19,80.19,82.77m（25.03坪）,82.77,82.77,1LDK+2S（納戸）,1K/DK/LDK,1LDK+2S,1LDK+2S,2023年3月末予定,2023年2月中,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区北烏山４-40-11,京王井の頭線,久我山,,,12,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71736446/,35.6817356,139.5951157,2023,2,2023/2/1 0:00,49,0
Luxsis 八幡山 Vol.15,新築一戸建て,新築一戸建て,7590万円(税込),7590,7590,93.63m,93.63,93.63,80.65m,80.65,80.65,1LDK+2S（納戸）,1K/DK/LDK,1LDK+2S,1LDK+2S,即引渡可,2022年7月,,木造スレート葺　2階建て（制震住宅),東京都,世田谷区（69.7％）,東京都世田谷区八幡山１,京王線,八幡山,,,15,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_97760880/,35.6617736,139.6216211,2022,7,2022/7/1 0:00,264,1
